#List of considered 24,479 proteomes considered for NetFlax

GCF_000005825.2	Bacillus pseudofirmus OF4
GCF_009467825.1	Cyclobacterium xiamenense
GCF_009469695.1	Propionivibrio limicola
GCF_009469765.1	Dechloromonas hortensis
GCF_009496545.1	Sphingobacterium faecium
GCF_009496955.1	Fructilactobacillus fructivorans
GCF_009497035.1	Lactobacillus amylolyticus
GCF_009497075.1	Nonomuraea nitratireducens
GCF_009497155.1	Glaciimonas soli
GCF_009497895.1	Pseudomonas pelagia
GCF_009498035.1	Saccharothrix syringae
GCF_009498215.1	Rhizobium grahamii
GCF_009498235.1	Candidatus Methylospira mobilis
GCF_009498275.1	Streptomyces fagopyri
GCF_009498695.1	Bartonella bacilliformis
GCF_009498755.1	Modestobacter roseus
GCF_009498795.1	Agrobacterium rosae
GCF_009557235.1	Acinetobacter wanghuae
GCF_009569385.1	Streptomyces kaniharaensis
GCF_009599705.1	Sinorhizobium medicae
GCF_009600025.1	Pseudomonas helleri
GCF_009600885.1	Streptomyces jumonjinensis
GCF_009600895.1	Streptomyces katsurahamanus
GCF_009600905.1	Companilactobacillus salsicarnum
GCF_009600985.1	Companilactobacillus halodurans
GCF_009601015.1	Lactococcus hircilactis
GCF_009601025.1	Roseospira navarrensis
GCF_009601395.1	Sinorhizobium saheli
GCF_009601685.2	Pseudomonas brassicacearum
GCF_009602435.1	Sediminibacillus terrae
GCF_009602465.1	Cumulibacter manganitolerans
GCF_009602515.1	Ornithinicoccus hortensis
GCF_009602535.1	Ornithinicoccus halotolerans
GCF_009602705.1	Chryseobacterium vaccae
GCF_009607675.1	Polymorphobacter fuscus
GCF_009617755.1	Marinobacter salsuginis
GCF_009646115.1	Pantoea eucalypti
GCF_009646335.1	Caenimonas koreensis DSM 17982
GCF_009647615.1	Laceyella tengchongensis
GCF_009648555.1	Lactobacillus gastricus
GCF_009648915.1	Enterobacter cancerogenus
GCF_009649175.1	Rhodovulum strictum
GCF_009649705.1	Xanthomonas sontii
GCF_009649735.1	Salinibacillus xinjiangensis
GCF_009649745.1	Aquibacillus halophilus
GCF_009649845.1	Polyangium spumosum
GCF_009649955.1	Heliorestis convoluta
GCF_009650015.1	Lactobacillus bifermentans
GCF_009650135.1	Litoricola lipolytica
GCF_009650215.1	Actinomarinicola tropica
GCF_009659375.1	Fundicoccus ignavus
GCF_009660185.1	Serratia proteamaculans
GCF_009662475.1	Acidithiobacillus thiooxidans ATCC 19377
GCF_009662695.1	Lactococcus phage P596
GCF_009662955.1	Klebsiella virus UPM 2146
GCF_009662975.1	Shigella virus Sfin-3
GCF_009664085.1	Thermochromatium tepidum ATCC 43061
GCF_009664365.1	Paenibacillus xylanilyticus
GCF_009664385.2	Chryseoglobus frigidaquae
GCF_009664715.1	Mycobacterium intracellulare subsp. chimaera
GCF_009664835.1	Saccharopolyspora coralli
GCF_009667565.1	Klebsiella phage 13
GCF_009668025.1	Larkinella terrae
GCF_009668655.1	Aequorivita lutea
GCF_009669325.1	Roseovarius bejariae
GCF_009671065.1	Neisseria brasiliensis
GCF_009671185.1	Komagataeibacter oboediens
GCF_009671205.1	Micromonospora terminaliae
GCF_009671245.1	Marinicella rhabdoformis
GCF_009671425.1	Escherichia phage vB_EcoM-12474III
GCF_009671745.1	Escherichia phage vB_EcoS-12210I
GCF_009672365.1	Arthrobacter phage Kuleana
GCF_009672425.1	Gordonia phage Jellybones
GCF_009672845.1	Mycobacterium phage Bryler
GCF_009672865.1	Mycobacterium phage Flathead
GCF_009672925.1	Mycobacterium phage Kenuha5
GCF_009673005.1	Mycobacterium phage MinionDave
GCF_009673025.1	Mycobacterium phage Minnie
GCF_009673105.1	Mycobacterium phage TDanisky
GCF_009673325.1	Bacillus phage vB_Bpu_PumA1
GCF_009673345.1	Bacillus phage vB_Bpu_PumA2
GCF_009673525.1	Mycobacterium phage Quesadilla
GCF_009673785.1	Clostridium phage CpV1
GCF_009674495.1	Duganella albus
GCF_009674525.1	Duganella aquatilis
GCF_009674565.1	Duganella rivi
GCF_009674685.1	Pedobacter puniceum
GCF_009674725.1	Pedobacter petrophilus
GCF_009674805.1	Bacillus lacus
GCF_009674815.1	Flavobacterium resistens
GCF_009674825.1	Maribacter luteus
GCF_009678115.1	Holdemania massiliensis
GCF_009680405.1	Eubacterium ramulus
GCF_009683175.1	Bifidobacterium asteroides
GCF_009684555.1	Bifidobacterium catenulatum subsp. kashiwanohense
GCF_009684695.1	[Clostridium] scindens
GCF_009684715.1	Otariodibacter oris
GCF_009684755.1	Capnocytophaga felis
GCF_009685175.1	Methylocystis rosea
GCF_009685195.1	Methylocystis parvus
GCF_009685685.1	Lactococcus phage P1045
GCF_009685765.1	Lactococcus phage P656
GCF_009685785.1	Lactococcus phage P4565
GCF_009686105.1	Gordonia phage Avazak
GCF_009686145.1	Mycobacterium phage StAnnes
GCF_009686185.1	Mycobacterium phage Eish
GCF_009686225.1	Mycobacterium phage Atcoo
GCF_009686325.1	Gordonia phage Untouchable
GCF_009686425.1	Mycobacterium phage Enby
GCF_009687845.1	Acrocarpospora corrugata
GCF_009687865.1	Acrocarpospora macrocephala
GCF_009687885.1	Acrocarpospora pleiomorpha
GCF_009688005.1	Mycobacterium phage Indlulamithi
GCF_009688045.1	Mycobacterium phage Chuckly
GCF_009688065.1	Gordonia phage Crocheter
GCF_009688165.1	Mycobacterium phage Donkeykong
GCF_009688205.1	Gordonia phage Yikes
GCF_009688385.1	Mycobacterium phage Blexus
GCF_009688685.1	Arthrobacter phage Mufasa8
GCF_009688945.1	Desulfosarcina alkanivorans
GCF_009688965.1	Desulfosarcina widdelii
GCF_009688985.1	Desulfosarcina ovata subsp. sediminis
GCF_009690905.1	Paraburkholderia madseniana
GCF_009690945.1	Rickettsiales endosymbiont of Trichoplax sp. H2
GCF_009695805.1	Prevotella copri
GCF_009695935.1	Mobiluncus holmesii
GCF_009695985.1	Lactobacillus porci
GCF_009696275.1	Eisenbergiella tayi
GCF_009696505.1	Bifidobacterium tsurumiense
GCF_009696605.1	Anaerosalibacter bizertensis
GCF_009697165.1	Anaerobutyricum soehngenii
GCF_009697185.1	Pseudomonas mandelii
GCF_009707865.1	Amycolatopsis pithecelloba
GCF_009709675.1	Agromyces bracchium
GCF_009711055.1	Myroides pelagicus
GCF_009711095.1	Escherichia alba
GCF_009711125.1	Bacillus mangrovi
GCF_009711185.1	Paracoccus limosus
GCF_009711205.1	Paracoccus litorisediminis
GCF_009711225.1	Paracoccus aestuariivivens
GCF_009711365.1	Xanthovirga aplysinae
GCF_009711405.1	Fulvivirga kasyanovii
GCF_009711415.1	Roseibium denhamense
GCF_009711465.1	Sansalvadorimonas verongulae
GCF_009711475.1	Fulvivirga aurantia
GCF_009711505.1	Roseibium hamelinense
GCF_009711525.1	Fulvivirga lutimaris
GCF_009712075.1	Dolichospermum planctonicum UHCC 0167
GCF_009712425.2	Parvularcula flava
GCF_009717905.1	Ruthenibacterium lactatiformans
GCF_009718155.1	[Ruminococcus] torques
GCF_009719205.1	Parasutterella excrementihominis
GCF_009720365.1	Catellatospora paridis
GCF_009720385.1	Catellatospora vulcania
GCF_009720525.1	Gimesia benthica
GCF_009720545.1	Gimesia maris
GCF_009720725.1	Allochromatium palmeri
GCF_009720735.1	Heliobacillus mobilis
GCF_009720745.1	Pseudoduganella eburnea
GCF_009720755.1	Rhodoplanes serenus
GCF_009720775.1	Pseudoduganella danionis
GCF_009720825.1	Duganella radicis
GCF_009720865.1	Duganella ginsengisoli
GCF_009721585.1	Virgibacillus dakarensis
GCF_009725105.1	Paenibacillus campinasensis
GCF_009725115.1	Paenibacillus validus
GCF_009725145.1	Paenibacillus macerans
GCF_009725165.1	Paenibacillus woosongensis
GCF_009725205.1	Paenibacillus timonensis
GCF_009725675.1	Psychrobacter sanguinis
GCF_009725985.1	Zobellia amurskyensis
GCF_009725995.1	Zobellia laminariae
GCF_009728465.1	Psychrosphaera haliotis
GCF_009728935.1	Paenibacillus psychroresistens
GCF_009729015.1	Acidianus ambivalens
GCF_009729035.1	Stygiolobus azoricus
GCF_009729055.1	Sulfurisphaera ohwakuensis
GCF_009729515.1	Sulfuracidifex metallicus DSM 6482 = JCM 9184
GCF_009729545.1	Acidianus infernus
GCF_009729855.1	Agromyces luteolus
GCF_009730055.1	Yersinia intermedia
GCF_009730295.1	Gemella sanguinis
GCF_009730315.1	Gemella morbillorum
GCF_009730335.1	Schaalia odontolytica
GCF_009730435.1	Gordonia bronchialis
GCF_009730455.1	Cupriavidus metallidurans
GCF_009730475.1	Corynebacterium xerosis
GCF_009730535.1	Streptococcus gordonii
GCF_009730595.1	Spiroplasma tabanidicola
GCF_009730695.1	Tenacibaculum phage PTm1
GCF_009730935.1	Streptococcus ruminantium
GCF_009731485.1	Rickettsia heilongjiangensis
GCF_009732095.1	Citrus leprosis virus N
GCF_009733535.1	Sphingobacterium endophyticum
GCF_009733705.1	Oceanivirga salmonicida
GCF_009733795.1	Actinotalea caeni
GCF_009733815.1	Pseudactinotalea suaedae
GCF_009733845.1	Pseudactinotalea terrae
GCF_009734045.1	Borrelia miyamotoi
GCF_009734265.1	Guyparkeria halophila
GCF_009734345.1	Idiomarina andamanensis
GCF_009734445.1	Candidatus Syntrophocurvum alkaliphilum
GCF_009734705.1	Rothia koreensis
GCF_009735315.1	Kocuria sediminis
GCF_009735515.1	Ancylomarina euxinus
GCF_009735585.1	Gramella aestuarii
GCF_009735625.1	Moorella glycerini
GCF_009735645.1	Microbacterium oryzae
GCF_009739535.1	Lactobacillus kefiri
GCF_009739905.1	Streptomyces ficellus
GCF_009739945.1	Bacillus luti
GCF_009740005.1	Bacillus albus
GCF_009741275.1	Winogradskyella endarachnes
GCF_009741375.1	Flavobacterium rakeshii
GCF_009742705.1	Auraticoccus cholistanensis
GCF_009742725.1	Nitratireductor arenosus
GCF_009745135.1	Acinetobacter phage Konradin
GCF_009745475.1	Lactococcus phage CHPC129
GCF_009745535.1	Lactococcus phage CHPC361
GCF_009745555.1	Lactococcus phage CHPC362
GCF_009745575.1	Lactococcus phage CHPC52
GCF_009745595.1	Lactococcus phage CHPC781
GCF_009745635.1	Lactococcus phage CHPC958
GCF_009745655.1	Lactococcus phage CHPC959
GCF_009745675.1	Lactococcus phage CHPC964
GCF_009745695.1	Lactococcus phage CHPC965
GCF_009746125.1	Casimicrobium huifangae
GCF_009746625.1	Caprobacter fermentans
GCF_009749375.1	Agromyces italicus
GCF_009749385.1	Agromyces allii
GCF_009749395.1	Agromyces salentinus
GCF_009749405.1	Agromyces lapidis
GCF_009749465.1	Agromyces terreus
GCF_009755585.1	Lysobacter soli
GCF_009755645.1	Pseudomonas alkylphenolica
GCF_009755815.1	Sphingomonas formosensis
GCF_009755855.1	Brachyspira pilosicoli
GCF_009756665.1	Permianibacter aggregans
GCF_009757995.1	Paenibacillus anseongense
GCF_009758125.1	Chitinophaga oryziterrae
GCF_009758415.1	Devosia marina
GCF_009759665.1	Bradyrhizobium cajani
GCF_009759785.1	Alteromonas mediterranea
GCF_009760925.1	Nonomuraea typhae
GCF_009761355.1	Testudinibacter aquarius
GCF_009761375.1	Ursidibacter arcticus
GCF_009761395.1	Ursidibacter maritimus
GCF_009762275.1	Haloplanus rallus
GCF_009762325.1	Roseovarius faecimaris
GCF_009763225.1	Vibrio furnissii
GCF_009763485.1	Vibrio cincinnatiensis
GCF_009763805.1	Vibrio cidicii
GCF_009763865.1	Vibrio metoecus
GCF_009763965.1	Vibrio mimicus
GCF_009764345.1	Companilactobacillus bobalius
GCF_009765145.1	Kluyvera cryocrescens
GCF_009765165.1	Lysobacter panacisoli
GCF_009765355.1	Amycolatopsis anabasis
GCF_009765695.1	Defluviitalea raffinosedens
GCF_009767585.1	Coprobacillus cateniformis
GCF_009768885.1	Sphingobacterium humi
GCF_009768935.1	Rectinema subterraneum
GCF_009768975.1	Sphingorhabdus lacus
GCF_009769165.1	Xanthomonas hyacinthi
GCF_009769385.1	Saccharothrix deserti
GCF_009769755.1	Sphingorhabdus profundilacus
GCF_009789175.1	Salinibaculum litoreum
GCF_009789575.1	Stappia indica
GCF_009789595.1	Massilia flava
GCF_009791395.1	Halomarina oriensis
GCF_009792355.1	Terricaulis silvestris
GCF_009795715.1	Labilibaculum euxinus
GCF_009796285.1	Streptomyces broussonetiae
GCF_009796305.1	Dehalobacter restrictus
GCF_009797935.1	Lunatibacter salilacus
GCF_009799805.1	Myroides phaeus
GCF_009800445.1	Photobacterium phage PDCC-1
GCF_009800465.1	Erwinia phage Hena1
GCF_009800485.1	Arthrobacter phage DrYang
GCF_009800765.1	Klebsiella phage vB_KpnS_15-38_KLPPOU149
GCF_009800865.1	Acinetobacter phage Berthold
GCF_009800885.1	Acinetobacter phage Apostate
GCF_009800905.1	Vibrio phage vB_VchM_Kuja
GCF_009800925.1	Budvicia diplopodorum
GCF_009800965.1	Azoarcus halotolerans
GCF_009805595.1	Candidatus Tremblaya phenacola
GCF_009806365.1	Dietzia maris
GCF_009806575.1	Bacillus marisflavi
GCF_009807005.1	Aurantiacibacter rhizosphaerae
GCF_009811315.1	Vibrio atypicus
GCF_009811555.1	Streptomyces caniferus
GCF_009811615.1	Streptomyces libani subsp. rufus
GCF_009811635.1	Streptomyces tubercidicus
GCF_009811675.1	Methylosinus sporium
GCF_009812035.1	Psychrobacter nivimaris
GCF_009818265.1	Pseudomonas mediterranea
GCF_009821115.1	Nitrincola alkalisediminis
GCF_009823595.1	Sphaerochaeta halotolerans
GCF_009826815.1	Pasteurella canis
GCF_009826855.1	Shinella zoogloeoides
GCF_009827055.1	Shinella kummerowiae
GCF_009827135.1	Blochmannia endosymbiont of Camponotus nipponensis
GCF_009827295.1	Qipengyuania pelagi
GCF_009827305.1	Altererythrobacter xixiisoli
GCF_009827315.1	Qipengyuania gaetbuli
GCF_009827325.1	Qipengyuania vulgaris
GCF_009827395.1	Altererythrobacter aquaemixtae
GCF_009827405.1	Alteraurantiacibacter aestuarii
GCF_009827435.1	Altererythrobacter salegens
GCF_009827445.1	Qipengyuania aquimaris
GCF_009827455.1	Altererythrobacter aestiaquae
GCF_009827495.1	Tsuneonella aeria
GCF_009827515.1	Pelagerythrobacter marinus
GCF_009827535.1	Qipengyuania oceanensis
GCF_009827545.1	Altererythrobacter gangjinensis
GCF_009827575.1	Alteriqipengyuania halimionae
GCF_009827595.1	Altericroceibacterium endophyticum
GCF_009827615.1	Altererythrobacter confluentis
GCF_009827635.1	Parapontixanthobacter aurantiacus
GCF_009827655.1	Alteraurantiacibacter buctensis
GCF_009827995.1	Parerythrobacter jejuensis
GCF_009828015.1	Qipengyuania citrea
GCF_009828025.1	Qipengyuania algicida
GCF_009828055.1	Erythrobacter ramosus
GCF_009828065.1	Altererythrobacter soli
GCF_009828095.1	Altererythrobacter luteolus
GCF_009828105.1	Altericroceibacterium indicum
GCF_009828115.1	Altererythrobacter sediminis
GCF_009828355.1	Salmonella phage ST-W77
GCF_009828375.1	Pectobacterium phage phiA41
GCF_009828705.1	Mannheimia ovis
GCF_009828925.1	Methylicorpusculum oleiharenae
GCF_009829075.1	Sphingobacterium composti Ten et al. 2007 non Yoo et al. 2007
GCF_009829085.1	Sphingobacterium bovisgrunnientis
GCF_009829925.1	Roseomonas coralli
GCF_009830105.1	Microvirga makkahensis
GCF_009830375.1	Algibacter wandonensis
GCF_009831115.1	Salinicoccus hispanicus
GCF_009831215.1	Actinomadura rayongensis
GCF_009831415.1	Yersinia canariae
GCF_009831455.1	Salinirussus salinus
GCF_009831495.1	Mycoplasma flocculare
GCF_009831505.1	Mycoplasma hyorhinis
GCF_009831655.1	Shewanella insulae
GCF_009833085.1	Nitrosomonas oligotropha
GCF_009834025.1	Epidermidibacterium keratini
GCF_009834165.1	Rathayibacter tanaceti
GCF_009834205.1	Rathayibacter festucae
GCF_009834475.1	Empedobacter brevis
GCF_009834985.1	Deinococcus xianganensis
GCF_009835145.1	Profundibacterium mesophilum KAUST100406-0324
GCF_009848505.1	Roseomonas deserti
GCF_009856205.1	Halorubrum terrestre
GCF_009856225.1	Pontibacillus yanchengensis
GCF_009856525.1	Neorickettsia findlayensis
GCF_009856625.1	Aquitalea denitrificans
GCF_009856795.1	Escherichia phage vB_EcoS-DELF2
GCF_009856865.1	Desulfovibrio aerotolerans
GCF_009857155.1	Chlamydia psittaci
GCF_009857475.1	Massilia guangdongensis
GCF_009857535.1	Duganella pernnla
GCF_009857595.1	'Massilia aquatica' Lu et al. 2020
GCF_009857605.1	Duganella levis
GCF_009857835.1	Duganella fentianensis
GCF_009857995.1	Rickettsia japonica
GCF_009858215.1	Bacillus vietnamensis
GCF_009858245.1	Ornithinibacter aureus
GCF_009858255.1	Nocardia caishijiensis
GCF_009858895.2	Severe acute respiratory syndrome coronavirus 2
GCF_009859595.1	Klebsiella phage KP1801
GCF_009859735.1	Mycobacterium phage Megiddo
GCF_009860175.1	Mycobacterium phage BirdsNest
GCF_009860215.1	Mycobacterium phage Imvubu
GCF_009860315.1	Flavobacterium phage vB_FspM_lotta8-1
GCF_009860355.1	Flavobacterium phage vB_FspM_pippi8-1
GCF_009860375.1	Flavobacterium phage vB_FspS_filifjonk9-1
GCF_009860395.1	Flavobacterium phage vB_FspS_hattifnatt9-1
GCF_009860415.1	Flavobacterium phage vB_FspS_hemulen6-1
GCF_009860475.1	Flavobacterium phage vB_FspS_laban6-1
GCF_009860495.1	Flavobacterium phage vB_FspS_lillamy9-1
GCF_009860635.1	Flavobacterium phage vB_FspS_morran9-1
GCF_009860735.1	Flavobacterium phage vB_FspS_mumin9-1
GCF_009860795.1	Flavobacterium phage vB_FspS_mymlan6-1
GCF_009860835.1	Flavobacterium phage vB_FspS_sniff9-1
GCF_009860875.1	Flavobacterium phage vB_FspS_snork6-1
GCF_009860935.1	Flavobacterium phage vB_FspS_snusmum6-1
GCF_009861025.1	Flavobacterium phage vB_FspS_stinky9-1
GCF_009861045.1	Flavobacterium phage vB_FspS_tant8-1
GCF_009861065.1	Flavobacterium phage vB_FspS_tooticki6-1
GCF_009861145.1	Acinetobacter phage Kimel
GCF_009861225.1	Mycobacterium phage Hegedechwinu
GCF_009861365.1	Klebsiella phage PhiKpNIH-2
GCF_009861625.1	Candidatus Nitrosocosmicus sp. SS
GCF_009866525.1	Spiroplasma poulsonii
GCF_009867145.1	Malikia spinosa
GCF_009870375.1	Streptococcus halichoeri
GCF_009873615.1	Photobacterium lucens
GCF_009876955.1	Bittarella massiliensis
GCF_009877425.1	Heliobacterium undosum
GCF_009877435.1	Heliobacterium gestii
GCF_009882935.1	Sneathiella chungangensis
GCF_009883735.1	Xanthomonas cucurbitae
GCF_009883755.1	Mycoplasma iowae 695
GCF_009883795.1	Coxiella endosymbiont of Amblyomma sculptum
GCF_009884295.1	Acinetobacter gyllenbergii
GCF_009884975.1	Acinetobacter dispersus
GCF_009890725.1	Enterococcus raffinosus
GCF_009892245.1	Acinetobacter haemolyticus
GCF_009900715.1	Halococcus salsus
GCF_009900765.1	Rhodovarius lipocyclicus
GCF_009901525.1	Kordia antarctica
GCF_009901955.1	Halomonas icarae
GCF_009902005.1	Halomonas alimentaria
GCF_009903675.1	Glutamicibacter soli
GCF_009903735.1	Agaribacter marinus
GCF_009904105.1	Elizabethkingia argenteiflava
GCF_009904585.1	Photobacterium halotolerans
GCF_009905255.1	Thermoanaerobacterium aotearoense
GCF_009906085.1	Vibrio toranzoniae
GCF_009906315.1	Kineococcus vitellinus
GCF_009906395.1	Kineococcus indalonis
GCF_009906795.1	Kineococcus siccus
GCF_009906855.1	Xylophilus rhododendri
GCF_009906955.1	Paraglaciecola mesophila
GCF_009908195.1	Streptomyces boluensis
GCF_009909195.1	Paenibacillus sacheonensis
GCF_009909205.1	Aquabacterium fontiphilum
GCF_009910325.1	Isachenkonia alkalipeptolytica
GCF_009910675.1	Photobacterium alginatilyticum
GCF_009910975.1	Rodentibacter pneumotropicus
GCF_009911435.1	Bifidobacterium pseudolongum
GCF_009911755.1	Pseudomonas knackmussii
GCF_009913235.1	Nibribacter ruber
GCF_009914055.1	Mixta intestinalis
GCF_009914075.1	Mixta theicola
GCF_009914335.1	Proteus columbae
GCF_009914665.1	Bergeyella cardium
GCF_009917565.1	Adlercreutzia caecimuris
GCF_009925435.1	Klebsiella quasivariicola
GCF_009927985.1	Adlercreutzia muris
GCF_009928405.1	Cronobacter phage vB_CsaP_009
GCF_009930795.1	Marisediminicola antarctica
GCF_009931115.1	Microbulbifer hydrolyticus
GCF_009931295.1	Pectobacterium odoriferum
GCF_009931335.1	Chlamydia suis
GCF_009931455.1	Cobetia pacifica
GCF_009931595.1	Xanthomonas albilineans
GCF_009931655.1	Pontibacter russatus
GCF_009931815.1	Acinetobacter phage Lazarus
GCF_009931845.1	Acinetobacter phage vB_AbaM_PhT2
GCF_009932005.1	Bacillus virus SRT01hs
GCF_009932015.1	Butyrivibrio virus Arawn
GCF_009932395.1	Sporotomaculum syntrophicum
GCF_009932435.1	Gordonia crocea
GCF_009932475.1	Gordonia spumicola
GCF_009932615.1	Escherichia albertii
GCF_009933255.1	Enterococcus diestrammenae
GCF_009933595.1	Lactobacillus animalis
GCF_009936135.1	Candidatus Chazhemtobacterium aquaticus
GCF_009936155.1	Chromobacterium haemolyticum
GCF_009936215.1	Athalassotoga saccharophila
GCF_009936235.1	Mycobacterium xenopi
GCF_009936315.1	Streptomyces antimycoticus
GCF_009936335.1	Mycoplasma felis
GCF_009937995.1	Sulfuriferula nivalis
GCF_009938015.1	Sulfuriferula plumbiphila
GCF_009938095.1	Elizabethkingia miricola
GCF_009938165.1	Vibrio taketomensis
GCF_009938205.1	Vibrio panuliri
GCF_009938225.1	Vibrio ponticus
GCF_009938445.1	Cronobacter dublinensis
GCF_009939005.1	Sediminibacterium roseum
GCF_009982895.1	Deinococcus alpinitundrae
GCF_010078385.1	Chengkuizengella sediminis
GCF_010091945.1	Myxacorys almedinensis A
GCF_010092985.1	Pontibacter pudoricolor
GCF_010093185.1	Pseudoxanthomonas jiangsuensis
GCF_010093205.1	Pseudoxanthomonas daejeonensis
GCF_010093225.1	Pseudoxanthomonas koreensis
GCF_010093305.1	Pseudoxanthomonas sacheonensis
GCF_010093345.1	Pseudoxanthomonas yeongjuensis
GCF_010093445.1	Pseudoxanthomonas japonensis
GCF_010093495.1	Mycolicibacter kumamotonensis
GCF_010119195.1	Halomicroarcula salina
GCF_010119205.1	Halomicroarcula limicola
GCF_010119475.1	Gordonia desulfuricans
GCF_010119615.1	Pseudoxanthomonas gei
GCF_010119645.1	Photorhabdus bodei
GCF_010119855.1	Photorhabdus kayaii
GCF_010119935.1	Paenibacillus lycopersici
GCF_010119975.1	Rhodocytophaga rosea
GCF_010120085.1	Escherichia phage aalborv
GCF_010120095.1	Escherichia phage aaroes
GCF_010120185.1	Escherichia phage atuna
GCF_010120215.1	Escherichia phage damhaus
GCF_010120255.1	Escherichia phage egaa
